paragrafo_id	questao_id	ordem	imagemfile_id	assunto	arquivo_local	status	tipo_conteudo	latex_proposto	obs
7533	7530	1	7532	Função Exponencial	7533_QuestoesQ//Imagem//81.png	inserido	latex_candidato	\(\operatorname{senh} x = \dfrac{e^x - e^{-x}}{2} \text{ e } \cosh x = \dfrac{e^x + e^{-x}}{2}\)	
7540	7537	1	7539	Função Exponencial	7540_QuestoesQ//Imagem//82.png	inserido	latex_candidato	\(\operatorname{senh} x = \dfrac{e^x - e^{-x}}{2} \text{ e } \cosh x = \dfrac{e^x + e^{-x}}{2}\)	
7542	7537	2	7541	Função Exponencial	7542_QuestoesQ//Imagem//83.png	inserido	latex_candidato	\(\cosh x = \dfrac{1+e^{-2x}}{2e^{-x}}\)	
7584	7581	1	7583	Regra de Três	7584_QuestoesQ//Imagem//86.png	inserido	latex_candidato	\(\begin{array}{|l|c|c|}\hline & \textbf{Distância percorrida (km)} & \textbf{Combustível consumido (l)} \\\hline \text{Trajeto 1} & 100 & 9 \\\hline \text{Trajeto 2} & 367 & 26 \\\hline \text{Trajeto 3} & 68 & 5 \\\hline \text{Trajeto 4} & 470 & 33 \\\hline\end{array}\)	
7593	7590	1	7592	MMC e MDC	7593_QuestoesQ//Imagem//87.png	classificado	manter_imagem		diagrama com ícones (moto/carro/ônibus e chegada)
7602	7599	1	7601	Área e Perímetro	7602_QuestoesQ//Imagem//88.png	classificado	manter_imagem		diagrama geométrico (cone sobre cilindro)
7611	7608	1	7610	geometriaEspacial	7611_QuestoesQ//Imagem//89.png	classificado	manter_imagem		diagrama geométrico (bloco vazado, 3D)
7620	7617	1	7619	Estatística	7620_QuestoesQ//Imagem//90.png	inserido	latex_candidato	\(\begin{array}{|l|c|c|}\hline \textbf{Avaliação} & \textbf{Nota} & \textbf{Peso} \\\hline \text{Prova 1} & 6 & 4 \\\hline \text{Prova 2} & 7 & 4 \\\hline \text{Trabalho em grupo} & 8 & 2 \\\hline \text{Trabalho individual} & 9 & 2 \\\hline\end{array}\)	
7657	7654	1	7656	Teorema de Pitágoras	7657_QuestoesQ//Imagem//91.png	classificado	manter_imagem		foto-ilustração (jogadores) com diagrama de triângulo
7673	7670	1	7672	Juros e Desconto	7673_QuestoesQ//Imagem//92.png	classificado	manter_imagem		gráfico de linha (série histórica de preço)
7732	7729	1	7731	geometriaEspacial	7732_QuestoesQ//Imagem//93.png	classificado	manter_imagem		foto/ilustração 3D (tijolo com medidas)
7741	7738	1	7740	Regra de Três	7741_QuestoesQ//Imagem//94.png	classificado	manter_imagem		diagrama de planta (terrenos com medidas)
7750	7747	1	7749	Regra de Três	7750_QuestoesQ//Imagem//95.png	inserido	latex_candidato	\(\begin{array}{c}\textbf{QUER VIAJAR PARA PORTO SEGURO PAGANDO APENAS} \\\textbf{10x R\$69,80 SEM JUROS} \\\text{CONSULTE AGORA O SEU AGENTE DE VIAGENS}\end{array}\)	fundo/ilustração de praia permanece como imagem, só o texto do banner virou parágrafo
7759	7756	1	7758	Números Decimais	7759_QuestoesQ//Imagem//96.png	classificado	manter_imagem		foto/scan de cupom fiscal (layout tabular realista)
7775	7772	1	7774	Regra de Três	7775_QuestoesQ//Imagem//97.png	classificado	manter_imagem		diagrama geométrico (retângulo com medidas)
7784	7781	1	7783	Área e Perímetro	7784_QuestoesQ//Imagem//98.png	classificado	manter_imagem		diagrama geométrico (triângulo com altura)
7800	7797	1	7799	geometriaEspacial	7800_QuestoesQ//Imagem//99.png	classificado	manter_imagem		diagrama geométrico (prisma retangular com medidas)
7963	7960	1	7962	Equações 2º Grau	7963_QuestoesQ//Imagem//102.png	classificado	manter_imagem		diagrama geométrico (bloco com dimensões x, x+1, 4)
7981	7977	2	7980	Área e Perímetro	7981_QuestoesQ//Imagem//103.png	classificado	manter_imagem		diagrama geométrico (retângulo com medida x)
8036	8033	1	8035	Geometria Analítica	8036_QuestoesQ//Imagem//105.png	inserido	latex_candidato	\(b:\ p \cong \pi\left[3(a+b) - \sqrt{(3a+b)(a+3b)}\right]\)	
8088	8084	2	8087	Área e Perímetro	8088_QuestoesQ//Imagem//106.png	classificado	manter_imagem		diagrama geométrico (quadrado rotacionado com área sombreada)
8105	8101	2	8104	Estatística	8105_QuestoesQ//Imagem//107.png	classificado	manter_imagem		gráfico de pizza
8121	8118	1	8120	Área e Perímetro	8121_QuestoesQ//Imagem//108.png	classificado	manter_imagem		diagrama geométrico (trapézio)
8131	8128	1	8130	Juros e Desconto	8131_QuestoesQ//Imagem//109.png	inserido	latex_candidato	\(\begin{array}{|l|l|}\hline \textbf{Loja I} & \textbf{Loja II} \\\hline \text{R\$ 68,00} & \text{R\$ 80,00} \\\text{Acréscimo do frete de R\$ 0,10 por grama.} & \text{Frete incluso} \\\hline\end{array}\)	
8151	8147	2	8150	Sistema Métrico e Unidades	8151_QuestoesQ//Imagem//110.png	inserido	latex_candidato	\(\begin{array}{|c|c|c|}\hline \textbf{I} & \textbf{II} & \textbf{III} \\\hline 6\text{h }33\text{min} = 6{,}55\text{h} & 0{,}075\text{ m}^3 = 75\text{ litros} & 15{,}2\text{ cm}^2 = 15\text{ cm}^2 \text{ e } 2\text{ mm}^2 \\\hline\end{array}\)	
8169	8164	3	8168	Estatística	8169_QuestoesQ//Imagem//111.png	classificado	manter_imagem		gráfico de barras + mapa do Brasil
8179	8175	2	8178	Estatística	8179_QuestoesQ//Imagem//112.png	classificado	manter_imagem		gráfico de barras
8203	8199	2	8202	Teorema de Pitágoras	8203_QuestoesQ//Imagem//113.png	classificado	manter_imagem		diagrama geométrico (triângulos retângulos)
8227	8223	2	8226	Área e Perímetro	8227_QuestoesQ//Imagem//114.png	classificado	manter_imagem		diagrama geométrico (retângulo com quadrado)
8245	8241	2	8244	geometriaEspacial	8245_QuestoesQ//Imagem//115.png	classificado	manter_imagem		diagrama geométrico (prisma retangular x,y,z)
8261	8258	1	8260	Teorema de Pitágoras	8261_QuestoesQ//Imagem//116.png	classificado	manter_imagem		diagrama de mapa/ruas
8275	8271	2	8274	Área e Perímetro	8275_QuestoesQ//Imagem//117.png	inserido	latex_candidato	\(\text{HD,}\)	fragmento de imagem muito pequeno (só "HD,"), provavelmente recorte de uma frase do enunciado da questão 8271 — conferir contexto completo na revisão manual
8277	8271	3	8276	Área e Perímetro	8277_QuestoesQ//Imagem//118.png	classificado	manter_imagem		diagrama geométrico (dois lotes/quadrados adjacentes)
8279	8271	4	8278	Área e Perímetro	8279_QuestoesQ//Imagem//119.png	inserido	latex_candidato	\(\text{HD,}\)	fragmento de imagem muito pequeno (só "HD,", idêntico ao parágrafo 8275 da mesma questão 8271) — conferir contexto completo na revisão manual
8289	8285	2	8288	Área e Perímetro	8289_QuestoesQ//Imagem//120.png	classificado	manter_imagem		diagrama geométrico (estacionamento)
8299	8295	2	8298	Estatística	8299_QuestoesQ//Imagem//121.png	classificado	manter_imagem		gráfico de barras (acidentes por mês)
8308	8305	1	8307	Estatística	8308_QuestoesQ//Imagem//122.png	inserido	latex_candidato	\(\begin{array}{|c|c|}\hline \textbf{CAIXA} & \textbf{MASSA} \\\hline 1 & 4{,}8\text{ kg} \\\hline 2 & 5{,}7\text{ kg} \\\hline 3 & x \\\hline 4 & x + 300\text{ g} \\\hline 5 & 2{,}5\text{ kg} \\\hline\end{array}\)	
8319	8315	2	8318	Sistema Métrico e Unidades	8319_QuestoesQ//Imagem//123.png	classificado	manter_imagem		diagrama de trajeto (segmentos com medidas)
8450	8446	2	8449	Teorema de Pitágoras	8450_QuestoesQ//Imagem//124.png	classificado	manter_imagem		diagrama de ruas com medidas
8460	8456	2	8459	Sistema de Equações	8460_QuestoesQ//Imagem//125.png	classificado	manter_imagem		grafico de pizza dividido em A/B/C/D - grafico, nao formula
8508	8505	1	8507	Estatística	8508_QuestoesQ//Imagem//126.png	inserido	latex_candidato	\(\begin{array}{|l|c|}\hline \textbf{Faixa Etária} & \textbf{Proporção} \\\hline \text{Até 30 anos} & 3x\% \\\hline \text{31 a 40 anos} & 32\% \\\hline \text{41 a 50 anos} & 18\% \\\hline \text{51 a 60 anos} & 14\% \\\hline \text{Mais de 60 anos} & x\% \\\hline\end{array}\)	
8531	8528	0	8530	Conjuntos	8531_QuestoesQ//Imagem//127.png	classificado	manter_imagem		diagrama de Venn (3 conjuntos com valores)
8599	8596	1	8598	Estatística	8599_QuestoesQ//Imagem//128.png	classificado	manter_imagem		gráfico de pizza
8623	8620	1	8622	Área e Perímetro	8623_QuestoesQ//Imagem//129.png	classificado	manter_imagem		diagrama geométrico (trapézio)
8633	8630	1	8632	Área e Perímetro	8633_QuestoesQ//Imagem//130.png	classificado	manter_imagem		figura geométrica em malha quadriculada
8656	8653	1	8655	Estatística	8656_QuestoesQ//Imagem//131.png	classificado	manter_imagem		gráfico de barras horizontal
8911	8907	2	8910	Estatística	8911_QuestoesQ//Imagem//132.png	classificado	manter_imagem		gráfico de barras
8920	8916	2	8919	Estatística	8920_QuestoesQ//Imagem//133.png	inserido	latex_candidato	\(\begin{array}{|l|c|}\hline \textbf{Opinião} & \textbf{Número de Pessoas} \\\hline \text{Ótimo} & 117 \\\hline \text{Bom} & 120 \\\hline \text{Regular} & 42 \\\hline \text{Ruim} & 21 \\\hline\end{array}\)	
8943	8939	2	8942	Teorema de Pitágoras	8943_QuestoesQ//Imagem//134.png	classificado	manter_imagem		diagrama geométrico (triângulo isósceles)
8967	8963	2	8966	Área e Perímetro	8967_QuestoesQ//Imagem//135.png	classificado	manter_imagem		diagrama geométrico (retângulo com triângulo)
9033	9030	1	9032	Combinatória	9033_QuestoesQ//Imagem//136.png	classificado	manter_imagem		diagrama de rede/caminhos (combinatória)
9043	9039	2	9042	Circunferência e Círculo	9043_QuestoesQ//Imagem//137.png	classificado	manter_imagem		diagrama de círculo com raio
9060	9057	1	9059	Área e Perímetro	9060_QuestoesQ//Imagem//138.png	classificado	manter_imagem		diagrama geométrico (paralelogramo)
9086	9083	1	9085	geometriaEspacial	9086_QuestoesQ//Imagem//139.png	classificado	manter_imagem		diagrama geométrico (moldura retangular)
9094	9091	1	9093	Teorema de Pitágoras	9094_QuestoesQ//Imagem//140.png	classificado	manter_imagem		diagrama geométrico (triângulo retângulo com ângulo)
9143	9140	1	9142	geometriaEspacial	9143_QuestoesQ//Imagem//141.png	classificado	manter_imagem		diagrama de sólidos geométricos (prismas)
9157	9154	1	9156	Função Quadrática	9157_QuestoesQ//Imagem//142.png	classificado	manter_imagem		gráfico de função (parábola)
9165	9162	1	9164	geometriaEspacial	9165_QuestoesQ//Imagem//143.png	classificado	manter_imagem		diagrama de planificação de sólido (cubo)
9209	9206	0	9208	geometriaEspacial	9209_QuestoesQ//Imagem//144.png	classificado	manter_imagem		diagrama de sólido de revolução
9220	9217	0	9219	geometriaEspacial	9220_QuestoesQ//Imagem//145.png	classificado	manter_imagem		diagrama de sólido de revolução
9231	9228	0	9230	geometriaEspacial	9231_QuestoesQ//Imagem//146.png	classificado	manter_imagem		diagrama de sólido de revolução (idêntico a 9220)
9450	9447	1	9449	Matrizes	9450_QuestoesQ//Imagem//149.png	inserido	latex_candidato	\(a_{ij} = \begin{cases}2i+j, & \text{se } i>j \\13, & \text{se } i=j \\i^2-j, & \text{se } i<j\end{cases} \text{ e } B = A^T\)	
9481	9477	2	9480	Inequações do 2º Grau	9481_QuestoesQ//Imagem//152.png	classificado	manter_imagem		gráfico de funções f(x) e g(x)
9491	9487	2	9490	Função Quadrática	9491_QuestoesQ//Imagem//153.png	classificado	manter_imagem		gráfico de funções f(x) e g(x) (idêntico a 9481)
9501	9497	2	9500	Função Afim	9501_QuestoesQ//Imagem//154.png	classificado	manter_imagem		gráfico de funções f(x) e g(x) (idêntico a 9481)
9541	9537	2	9540	Circunferência e Círculo	9541_QuestoesQ//Imagem//155.png	classificado	manter_imagem		gráfico de pizza (40%)
9623	9620	1	9622	Área e Perímetro	9623_QuestoesQ//Imagem//158.png	classificado	manter_imagem		diagrama geométrico (casa: retângulo + triângulo)
9640	9634	4	9639	Estatística	9640_QuestoesQ//Imagem//166.png	classificado	manter_imagem		gráficos de linha e barras (assinantes/faturamento)
9651	9647	2	9650	Área e Perímetro	9651_QuestoesQ//Imagem//167.png	inserido	latex_candidato	\(\dfrac{\text{área de circulação}}{7}\)	
9662	9657	3	9661	Estatística	9662_QuestoesQ//Imagem//168.png	classificado	manter_imagem		gráfico de barras horizontal
9687	9683	2	9686	Teorema de Pitágoras	9687_QuestoesQ//Imagem//169.png	classificado	manter_imagem		diagrama geométrico (triângulo em retângulo)
9833	9829	2	9832	Estatística	9833_QuestoesQ//Imagem//172.png	inserido	latex_candidato	\(\begin{array}{|c|c|c|c|c|}\hline \textbf{Segunda feira} & \textbf{Terça feira} & \textbf{Quarta feira} & \textbf{Quinta feira} & \textbf{Sexta feira} \\\hline 5 & 4 & 6 & 5 & 8 \\\hline\end{array}\)	
9967	9964	1	9966	Razões Trigonométricas	9967_QuestoesQ//Imagem//174.png	inserido	latex_candidato	\(\begin{array}{|c|c|c|c|}\hline & \textbf{30°} & \textbf{45°} & \textbf{60°} \\\hline \textbf{Sen }\theta & \dfrac{1}{2} & \dfrac{\sqrt{2}}{2} & \dfrac{\sqrt{3}}{2} \\\hline \textbf{Cos }\theta & \dfrac{\sqrt{3}}{2} & \dfrac{\sqrt{2}}{2} & \dfrac{1}{2} \\\hline \textbf{Tg }\theta & \dfrac{\sqrt{3}}{3} & 1 & \sqrt{3} \\\hline\end{array}\)	
10149	10145	2	10148	geometriaEspacial	10149_QuestoesQ//Imagem//175.png	classificado	manter_imagem		diagrama geométrico (prisma com dimensões)
10184	10181	1	10183	Ângulo Inscrito na Circunferência	10184_QuestoesQ//Imagem//177.png	classificado	manter_imagem		diagrama geométrico (quadrilátero em círculo)
10261	10258	1	10260	geometriaEspacial	10261_QuestoesQ//Imagem//178.png	classificado	manter_imagem		diagrama geométrico (caixa/prisma com dimensões)
10271	10268	1	10270	Área e Perímetro	10271_QuestoesQ//Imagem//179.png	classificado	manter_imagem		diagrama geométrico (triângulos com medidas)
10296	10292	2	10295	Área e Perímetro	10296_QuestoesQ//Imagem//180.png	classificado	manter_imagem		diagrama geométrico (dois retângulos)
10337	10330	5	10336	Soma dos ângulos de um Triângulo	10337_QuestoesQ//Imagem//181.png	classificado	manter_imagem		diagrama geométrico (triângulo com ângulo)
10351	10344	2	10350	Teorema de Pitágoras	10351_QuestoesQ//Imagem//182.png	classificado	manter_imagem		diagrama geométrico (triângulo com ângulo)
10416	10413	1	10415	Estatística	10416_QuestoesQ//Imagem//183.png	inserido	latex_candidato	\(\begin{array}{|l|c|}\hline \textbf{Jogador} & \textbf{\textit{Gols} marcados} \\\hline \text{André} & 3 \\\hline \text{Rogério} & 1 \\\hline \text{Marcos} & 5 \\\hline \text{Fabiano} & 4 \\\hline \text{Jonas} & 2 \\\hline\end{array}\)	
10642	10638	2	10641	Estatística	10642_QuestoesQ//Imagem//185.png	inserido	latex_candidato	\(\begin{array}{|l|c|c|c|}\hline \textbf{Candidato Robert} & & & \\\hline \textbf{Matéria} & \textbf{Quant. Acertos} & \textbf{Valor da Questão} & \textbf{Peso} \\\hline \text{Português} & 8 & 2{,}00 & 2 \\\hline \text{Matemática} & 6 & 2{,}00 & 2 \\\hline \text{Legislação} & 6 & 2{,}00 & 1 \\\hline \text{Informática} & 4 & 2{,}00 & 1 \\\hline \text{Conhecimentos Específicos} & 12 & 2{,}00 & 4 \\\hline\end{array}\)	
10652	10648	2	10651	Estatística	10652_QuestoesQ//Imagem//186.png	inserido	latex_candidato	\(\begin{array}{|c|c|}\hline \textbf{Dia} & \textbf{Valor Total Recebido (R\$)} \\\hline 1 & 230{,}00 \\\hline 2 & 280{,}00 \\\hline 3 & 320{,}00 \\\hline 4 & 180{,}00 \\\hline 5 & 340{,}00 \\\hline 6 & 290{,}00 \\\hline 7 & 210{,}00 \\\hline 8 & 230{,}00 \\\hline\end{array}\)	imagem original parece cortada (mais linhas abaixo do dia 8 não visíveis) — conferir se falta conteúdo
10690	10687	1	10689	Geometria Analítica	10690_QuestoesQ//Imagem//187.png	classificado	manter_imagem		figura poligonal em malha quadriculada
10719	10714	3	10718	Polígonos Regulares	10719_QuestoesQ//Imagem//188.png	classificado	manter_imagem		figuras geométricas (pentágonos e estrela)
10744	10740	2	10743	Semelhança de Triângulos	10744_QuestoesQ//Imagem//189.png	classificado	manter_imagem		diagrama geométrico (triângulos semelhantes)
10928	10925	1	10927	Expressões Numéricas	10928_QuestoesQ//Imagem//190.png	inserido	latex_candidato	\(\begin{cases}P_0 = 0 \\P_1 = 1 \\P_n = 2P_{n-1} + P_{n-2}, \ \forall n \in \mathbb{N}, n \geq 2\end{cases}\)	
10979	10976	1	10978	Multiplicação com Naturais	10979_QuestoesQ//Imagem//191.png	classificado	manter_imagem		ilustração (prédio/edifício)
10988	10985	1	10987	Regra de Três	10988_QuestoesQ//Imagem//192.png	classificado	manter_imagem		ilustração (bolo)
10997	10994	1	10996	Regra de Três	10997_QuestoesQ//Imagem//193.png	classificado	manter_imagem		foto (pilhas/baterias)
11013	11010	1	11012	Regra de Três	11013_QuestoesQ//Imagem//194.png	classificado	manter_imagem		foto (maracujá)
11105	11102	1	11104	Divisão com Naturais	11105_QuestoesQ//Imagem//196.png	classificado	manter_imagem		foto (ovos em bandeja)
11247	11244	1	11246	Estatística	11247_QuestoesQ//Imagem//197.png	classificado	manter_imagem		gráfico de barras
11295	11291	2	11294	Estatística	11295_QuestoesQ//Imagem//198.png	classificado	manter_imagem		gráfico de pizza
11408	11405	1	11407	Polígonos Regulares	11408_QuestoesQ//Imagem//199.png	classificado	manter_imagem		foto (padrão de mosaico de madeira)
11491	11488	1	11490	Área e Perímetro	11491_QuestoesQ//Imagem//201.png	classificado	manter_imagem		figura geométrica em malha quadriculada
11724	11721	1	11723	Regra de Três	11724_QuestoesQ//Imagem//204.png	inserido	latex_candidato	\(\begin{array}{l}\textbf{Estacionamento da Di} \\\text{VALOR POR HORA} \\\text{CARRO - 7,50} \\\text{MOTO - 3,25}\end{array}\)	moldura/placa decorativa permanece como imagem, só o texto virou parágrafo
11811	11807	2	11810	Sistema Métrico e Unidades	11811_QuestoesQ//Imagem//205.png	classificado	manter_imagem		foto artística (painel de árvore em 5 partes)
11821	11817	2	11820	Multiplicação com Naturais	11821_QuestoesQ//Imagem//206.png	classificado	manter_imagem		ilustração (estante de livros)
12024	12021	1	12023	Circunferência e Círculo	12024_QuestoesQ//Imagem//213.png	inserido	latex_candidato	\(\overline{AB} = \overline{AC}\)	
12026	12021	2	12025	Circunferência e Círculo	12026_QuestoesQ//Imagem//214.png	classificado	manter_imagem		ilustração (topógrafo/teodolito e círculo)
12051	12048	1	12050	geometriaEspacial	12051_QuestoesQ//Imagem//215.png	classificado	manter_imagem		diagrama geométrico (cubo sobre plano)
12065	12062	1	12064	Função Quadrática	12065_QuestoesQ//Imagem//216.png	classificado	manter_imagem		gráfico de funções (parábolas f, g)
12081	12078	1	12080	Razões Trigonométricas	12081_QuestoesQ//Imagem//217.png	classificado	manter_imagem		diagrama geométrico (triângulo com ângulo)
12096	12093	1	12095	Progressão Aritmética	12096_QuestoesQ//Imagem//218.png	inserido	latex_candidato	\(\begin{array}{|c|c|c|c|}\hline \textbf{Quantidade de requerimentos recebidos por hora} & & & \\\hline \textbf{Técnicos} & \textbf{1ª hora} & \textbf{2ª hora} & \textbf{3ª hora} \\\hline A & 1 & 3 & 5 \\\hline B & 2 & 4 & 6 \\\hline\end{array}\)	
12113	12110	1	12112	Estatística	12113_QuestoesQ//Imagem//219.png	inserido	latex_candidato	\(20,\ 20,\ 21,\ 21,\ x,\ 35,\ 40,\ y\)	
12129	12126	1	12128	Estatística	12129_QuestoesQ//Imagem//220.png	classificado	manter_imagem		gráfico de pizza
