paragrafo_id	questao_id	ordem	imagemfile_id	assunto	arquivo_local	status	tipo_conteudo	latex_proposto	obs
33053	33050	1	33052	Racionais	33053_QuestoesQ//Imagem//877.png	inserido	latex_candidato	\(\dfrac{2\cdot p\cdot r}{6\cdot q}\)	expressao/fracao algebrica simples
37131	37128	1	37130	Sistema de Equações	37131_QuestoesQ//Imagem//999.png	inserido	latex_candidato	\(\begin{cases}5x+4y+3z=10 \\10x+8y+6z=20 \\-5x-4y-3z=-10\end{cases}\)	sistema de equacoes - candidato ideal
37676	37673	1	37675	Racionais	37676_QuestoesQ//Imagem//1036.png	classificado	manter_imagem		segmento de reta A-P-B com distancia 240 km - diagrama, nao formula
38938	38934	2	38937	Sistema de Equações	38938_QuestoesQ//Imagem//1092.png	classificado	manter_imagem		diagrama de grafo/rede (nos A-E com distancias e setas) - figura, nao formula
42856	42851	3	42855	Racionais	42856_QuestoesQ//Imagem//1234.png	classificado	manter_imagem		foto de lixeiras de reciclagem (papel/plastico/vidro/metal) - foto, nao formula
43779	43776	1	43778	Racionais	43779_QuestoesQ//Imagem//1252.png	inserido	latex_candidato	\(\begin{array}{|l|c|l|l|}\hline\textbf{Categoria} & \textbf{Faixa} & \textbf{m}^3 & \textbf{Água R\$} \\\hline & 1 & \text{até 10} & \text{35,89/mês} \\\text{Residencial "B"} & 2 & \text{11 a 25} & \text{6,5773/m}^3 \\& 3 & \text{26 a 50} & \text{9,2278/m}^3 \\& 4 & \text{maior que 50} & \text{11,0579/m}^3 \\& 5 & \text{Tarifa Sazonal} & \text{13,8221/m}^3 \\\hline\end{array}\)	tabela de dados (tarifa de agua)
47243	47240	1	47242	Racionais	47243_QuestoesQ//Imagem//1327.png	classificado	manter_imagem		ilustracao (vila A / carro / cidade B) - figura, nao formula
51009	51005	2	51008	Racionais	51009_QuestoesQ//Imagem//1371.png	classificado	manter_imagem		mesmo diagrama circular X/1/3/1/4 de 28960, reutilizado em outra questao
51104	51101	1	51103	Sistema de Equações	51104_QuestoesQ//Imagem//1376.png	inserido	latex_candidato	\(\begin{cases}kx-y-z=0 \\x+y+z=0 \\x-ky+z=0\end{cases}\)	sistema de equacoes - candidato ideal
58866	58862	2	58865	Racionais	58866_QuestoesQ//Imagem//1519.png	inserido	latex_candidato	\(\begin{array}{|c|r|}\hline\textbf{Ano} & \textbf{Variação em relação à safra anterior} \\\hline2017 & -10{,}0\% \\2018 & +10{,}0\% \\2019 & -12{,}5\% \\2020 & +20{,}0\% \\\hline\end{array}\)	tabela de dados
59029	59025	2	59028	Sistema de Equações	59029_QuestoesQ//Imagem//1536.png	inserido	latex_candidato	\(\begin{cases}x-2y+z=-2 \\3x+y-z=-4 \\2x-y+4z=8\end{cases}\)	sistema de equacoes - candidato ideal
59031	59025	3	59030	Sistema de Equações	59031_QuestoesQ//Imagem//1537.com/qcon-assets-production/images/provas/79682/	erro_sem_blob			imagemfile.file esta NULL no banco (dado orfao pre-existente)
66512	66507	1	66511	Racionais	66512_QuestoesQ//Imagem//1736.png	classificado	manter_imagem		texto de reportagem longo com linhas numeradas (1-24) - a numeracao de linha e' relevante para a questao (referencias tipo "de acordo com a linha X"); o texto corrido de 1 paragrafo nao preserva quebras de linha nesta renderizacao (h:outputText sem pre-line), entao nao da p/ reproduzir a numeracao fielmente em latex - manter como imagem
73502	73499	1	73501	Sistema de Equações	73502_QuestoesQ//Imagem//1828.png	inserido	latex_candidato	\(\begin{cases}4B-C=18 \\6B+4C=38\end{cases}\)	sistema de equacoes - candidato ideal
73543	73540	1	73542	Sistema de Equações	73543_QuestoesQ//Imagem//1830.png	inserido	latex_candidato	\(\begin{cases}3C+3D=27 \\7C+3D=31\end{cases}\)	sistema de equacoes - candidato ideal
74379	74376	1	74378	Sistema de Equações	74379_QuestoesQ//Imagem//1845.png	inserido	latex_candidato	\(\begin{cases}x^2+y=54 \\2x-y=26\end{cases}\)	sistema de equacoes - candidato ideal
76189	76184	2	76188	Sistema de Equações	76189_QuestoesQ//Imagem//1902.com/qcon-assets-production/images/provas/78344/	erro_sem_blob			imagemfile.file esta NULL no banco (dado orfao pre-existente)
76366	76363	1	76365	Racionais	76366_QuestoesQ//Imagem//1909.png	classificado	manter_imagem		reta numerica com -2,0 / 0 / N marcados - diagrama de eixo, nao formula
83340	83337	1	83339	Sistema de Equações	83340_QuestoesQ//Imagem//2068.png	inserido	latex_candidato	\(\begin{cases}2x+3y+4z=5 \\6x+ay+bz=c\end{cases}\)	sistema de equacoes - candidato ideal
83668	83665	1	83667	Sistema de Equações	83668_QuestoesQ//Imagem//2078.png	inserido	latex_candidato	\(\begin{array}{|c|c|c|c|}\hline\textbf{Facas} & \textbf{Colheres} & \textbf{Garfos} & \textbf{Preço (R\$)} \\\hline1 & 2 & 3 & 23{,}50 \\2 & 5 & 6 & 50{,}00 \\2 & 3 & 4 & 36{,}00 \\\hline\end{array}\)	tabela de dados
85311	85308	1	85310	Racionais	85311_QuestoesQ//Imagem//2156.png	classificado	manter_imagem		diagrama geometrico em leque com angulos retos, lados 1, rotulos M/N/O/P - figura geometrica, nao formula
86368	86364	2	86367	Racionais	86368_QuestoesQ//Imagem//2205.png	inserido	latex_candidato	\(\begin{array}{|c|l|l|}\hline\textbf{Alíquota} & \textbf{Inferior a cinquenta anos} & \textbf{Cinquenta anos ou mais} \\\hline0\% & \text{Até os primeiros R\$ 10.000,00 de renda} & \text{Até os primeiros R\$ 15.000,00 de renda} \\20\% & \text{Faixa de renda acima de R\$ 10.000,00 e até R\$ 30.000,00} & \text{Faixa de renda acima de R\$ 15.000,00 e até R\$ 45.000,00} \\30\% & \text{Faixa de renda acima de R\$ 30.000,00} & \text{Faixa de renda acima de R\$ 45.000,00} \\\hline\end{array}\)	tabela de dados (aliquotas de imposto)
86944	86941	1	86943	Sistema de Equações	86944_QuestoesQ//Imagem//2235.png	classificado	manter_imagem		ilustracao (clip-art de menino amarrando o tenis) - figura decorativa, nao formula
87596	87593	1	87595	Racionais	87596_QuestoesQ//Imagem//2262.png	classificado	manter_imagem		diagrama de trajeto (Inicio/1/2/Fim, segmentos de 500m) - diagrama, nao formula
89371	89367	1	89370	Racionais	89371_QuestoesQ//Imagem//2304.png	classificado	manter_imagem		foto de tigelas com graos/frutas pretas - foto, nao formula
89673	89669	2	89672	Sistema de Equações	89673_QuestoesQ//Imagem//2315.png	inserido	latex_candidato	\(\begin{array}{|l|c|c|c|c|}\hline\textbf{Fantasias} & \textbf{V (adulto)} & \textbf{Q (adulto)} & \textbf{V (infantil)} & \textbf{Q (infantil)} \\\hline\text{Baiana} & \text{R\$ 180,00} & 10 & \text{R\$ 100,00} & 5 \\\text{Cigana} & \text{R\$ 105,00} & 6 & \text{R\$ 85,00} & 4 \\\text{Colombina} & \text{R\$ 120,00} & 5 & \text{R\$ 70,00} & 2 \\\text{Marinheiro} & \text{R\$ 95,00} & 2 & \text{R\$ 80,00} & X \\\text{Palhaço} & \text{R\$ 110,00} & Y & \text{R\$ 90,00} & 5 \\\hline\end{array}\)	CORRIGIDO (paragrafo novo id=900000017): versao original usava \multicolumn, que NAO e suportado pelo MathJax v2 (feature request em aberto desde 2015, github mathjax/MathJax#1102) - reescrito com cabecalhos diretos (V/Q adulto, V/Q infantil) sem merge de celulas.	extbf{V (adulto)} & 	extbf{Q (adulto)} & 	extbf{V (infantil)} & 	extbf{Q (infantil)} \hline	ext{Baiana} & 	ext{R$ 180,00} & 10 & 	ext{R$ 100,00} & 5 \	ext{Cigana} & 	ext{R$ 105,00} & 6 & 	ext{R$ 85,00} & 4 \	ext{Colombina} & 	ext{R$ 120,00} & 5 & 	ext{R$ 70,00} & 2 \	ext{Marinheiro} & 	ext{R$ 95,00} & 2 & 	ext{R$ 80,00} & X \	ext{Palhaço} & 	ext{R$ 110,00} & Y & 	ext{R$ 90,00} & 5 \hlineend{array})	CORRIGIDO em 900000017: versao original usava multicolumn (nao suportado pelo MathJax v2 - feature request aberta desde 2015, github mathjax/MathJax#1102); reescrito com cabecalhos diretos sem merge de celulas
89926	89923	0	89925	Sistema de Equações	89926_QuestoesQ//Imagem//2321.png	classificado	manter_imagem		grafico de barras (exportacoes em US$ bilhoes por ano) - grafico estatistico, nao formula
89943	89940	0	89942	Sistema de Equações	89943_QuestoesQ//Imagem//2325.png	classificado	manter_imagem		mesmo grafico de barras (exportacoes) de 89926, reutilizado em outra questao
89979	89976	0	89978	Sistema de Equações	89979_QuestoesQ//Imagem//2334.png	classificado	manter_imagem		mesmo grafico de barras (exportacoes) de 89926, reutilizado em outra questao
90438	90435	0	90437	Racionais	90438_QuestoesQ//Imagem//2353.png	inserido	latex_candidato	Caneta: R$ \(3{,}50\). Calculadora: R$ \(3{,}00\). Borracha: R$ \(4{,}50\). Lapiseira: R$ \(6{,}50\). Levando um pacote com uma unidade de cada, você paga R$ \(14{,}00\).	ilustracoes dos itens sao decorativas; dado numerico extraido
90585	90582	0	90584	Racionais	90585_QuestoesQ//Imagem//2369.png	inserido	latex_candidato	\(\begin{array}{|l|r|}\hline\textbf{Profissional} & \textbf{Salário} \\\hline\text{Pedreiro na Bahia} & \text{R\$ 283,00} \\\text{Garçom no Rio de Janeiro} & \text{R\$ 327,00} \\\text{Aprendiz de maquinista da Vale do Rio Doce} & \text{R\$ 385,00} \\\text{Contínuo do governo paulista} & \text{R\$ 400,00} \\\text{Metalúrgico principiante do ABC paulista} & \text{R\$ 451,00} \\\text{Caixa de supermercado em Florianópolis} & \text{R\$ 480,00} \\\text{Operador de \textit{telemarketing}} & \text{R\$ 637,00} \\\hline\end{array}\)	tabela de dados
95274	95271	1	95273	Racionais	95274_QuestoesQ//Imagem//2562.png	classificado	manter_imagem		diagrama circular dividido em 1/4, 1/5, 1/2 com fatia destacada - figura geometrica, nao formula
96285	96281	2	96284	Racionais	96285_QuestoesQ//Imagem//2618.png	inserido	latex_candidato	\(\begin{array}{|l|r|}\hline\textbf{Produto} & \textbf{Preço (kg)} \\\hline\text{Camarão} & \text{R\$ 50,00} \\\text{Queijo A} & \text{R\$ 80,00} \\\text{Queijo B} & \text{R\$ 100,00} \\\text{Queijo C} & \text{R\$ 60,00} \\\hline\end{array}\)	tabela de dados
96324	96320	2	96323	Racionais	96324_QuestoesQ//Imagem//2619.png	classificado	manter_imagem		grade 2x2 com um quadrado pintado - diagrama de fracao, figura, nao formula
97163	97160	1	97162	Racionais	97163_QuestoesQ//Imagem//2648.png	inserido	latex_candidato	\(\begin{array}{|l|c|c|c|c|}\hline\textbf{País} & \textbf{Ouro} & \textbf{Prata} & \textbf{Bronze} & \textbf{Total} \\\hline\text{Estados Unidos} & 46 & 37 & 38 & 121 \\\text{Brasil} & 7 & 6 & 6 & 19 \\\text{Jamaica} & 6 & 3 & 2 & 11 \\\text{Cuba} & 5 & 2 & 4 & 11 \\\text{Canadá} & 4 & 3 & 15 & 22 \\\text{Colômbia} & 3 & 2 & 3 & 8 \\\text{Argentina} & 3 & 1 & 0 & 4 \\\text{Bahamas} & 1 & 0 & 1 & 2 \\\text{Porto Rico} & 1 & 0 & 0 & 1 \\\text{México} & 0 & 3 & 2 & 5 \\\hline\end{array}\)	tabela de dados (medalhas); simplifiquei o cabecalho mesclado "Medalhas>Tipos" para colunas diretas Ouro/Prata/Bronze/Total, mesma informacao
97197	97191	3	97196	Racionais	97197_QuestoesQ//Imagem//2651.png	inserido	latex_candidato	\(\begin{array}{|l|l|}\hline\textbf{Classificação} & \textbf{IMC} \\\hline\text{Magreza} & \text{Abaixo de 18,5} \\\text{Peso normal} & \text{Entre 18,6 e 24,9} \\\text{Sobrepeso} & \text{Entre 25 e 29,9} \\\text{Obesidade de grau I} & \text{Entre 30 e 34,9} \\\text{Obesidade de grau II} & \text{Entre 35 e 39,9} \\\text{Obesidade de grau III} & \text{Acima de 40} \\\hline\end{array}\)	tabela de dados
97223	97217	3	97222	Racionais	97223_QuestoesQ//Imagem//2653.png	inserido	latex_candidato	\(\begin{array}{|l|l|}\hline\textbf{Classificação} & \textbf{IMC} \\\hline\text{Magreza} & \text{Abaixo de 18,5} \\\text{Peso normal} & \text{Entre 18,6 e 24,9} \\\text{Sobrepeso} & \text{Entre 25 e 29,9} \\\text{Obesidade de grau I} & \text{Entre 30 e 34,9} \\\text{Obesidade de grau II} & \text{Entre 35 e 39,9} \\\text{Obesidade de grau III} & \text{Acima de 40} \\\hline\end{array}\)	mesma tabela IMC de 97197, reutilizada em outra questao
98175	98171	2	98174	Racionais	98175_QuestoesQ//Imagem//2721.png	classificado	manter_imagem		diagramas de barra (Figura 1/Figura 2) com segmentos pintados representando fracao - figura, nao formula
100827	100824	1	100826	Racionais	100827_QuestoesQ//Imagem//2775.png	inserido	latex_candidato	I. O resultado da operação \(\left(\dfrac{2}{5}\cdot\dfrac{3}{4}-\dfrac{2}{4}\cdot\dfrac{2}{3}\right):\left(4+\dfrac{1}{3}\cdot\dfrac{2}{3}\right)\) é igual a \(\dfrac{-116}{2140}\).<<P>>II. O resultado da operação \(\left(\dfrac{2}{3}-\dfrac{1}{2}\right)-\left(\dfrac{3}{5}:\dfrac{4}{6}\right)\) é igual a \(\dfrac{-44}{60}\).<<P>>III. Fazendo a operação: \(3+\left(\dfrac{5}{3}+\dfrac{5}{4}\right)+\left(\dfrac{3}{4}-\dfrac{1}{3}\right)\), obtemos como resultado um valor igual a \(\dfrac{76}{12}\).	3 paragrafos novos (I/II/III) - o texto original nao renderiza quebra de linha dentro de 1 paragrafo (h:outputText sem escape=false/white-space:pre)
100907	100904	1	100906	Racionais	100907_QuestoesQ//Imagem//2789.png	classificado	manter_imagem		diagrama de barra tracejada representando fracao (grafico, nao formula)
102222	102219	1	102221	Racionais	102222_QuestoesQ//Imagem//2824.png	inserido	latex_candidato	\(\begin{array}{|l|c|c|}\hline\textbf{Secretaria} & \textbf{Sem ensino superior completo} & \textbf{Com ensino superior completo} \\\hline\text{Educação} & 18\% & 82\% \\\text{Saúde} & 25\% & 75\% \\\text{Turismo} & 38\% & 62\% \\\hline\end{array}\)	tabela de dados, sem elemento grafico
105020	105014	4	105019	Racionais	105020_QuestoesQ//Imagem//2877.png	inserido	latex_candidato	\(\sqrt{2^3+\sqrt{2^6}}\)	expressao simples
124181	124178	1	124180	Racionais	124181_QuestoesQ//Imagem//3366.png	classificado	manter_imagem		imagem degenerada 5x6px (quase em branco) - possivel artefato de digitacao antigo; recomendo revisar/remover manualmente
124183	124178	2	124182	Racionais	124183_QuestoesQ//Imagem//3367.png	classificado	manter_imagem		imagem degenerada 5x6px (quase em branco) - possivel artefato de digitacao antigo; recomendo revisar/remover manualmente
125603	125600	1	125602	Racionais	125603_QuestoesQ//Imagem//3423.png	classificado	manter_imagem		diagrama (duas espirais "Corda 1"/"Corda 2") - grafico, nao formula
125677	125670	2	125676	Racionais	125677_QuestoesQ//Imagem//3428.png	classificado	manter_imagem		foto de familia com setas indicando nomes + tabela de idades - foto e essencial para o enunciado, nao da p/ separar
126444	126440	2	126443	Racionais	126444_QuestoesQ//Imagem//3451.png	classificado	manter_imagem		diagrama geometrico (terreno ABCD dividido em alface/cenoura) - figura, nao formula
130123	130120	0	130122	Racionais	130123_QuestoesQ//Imagem//3542.png	inserido	latex_candidato	\(-4 \quad 13 \quad 0{,}001 \quad \dfrac{3}{4} \quad 17 \quad 0{,}01 \quad 57 \quad 22 \quad -7 \quad \dfrac{5}{7} \quad 33\)	lista de numeros dispersos (sem elemento grafico)
130139	130136	0	130138	Racionais	130139_QuestoesQ//Imagem//3544.png	inserido	latex_candidato	\(-4 \quad 13 \quad 0{,}001 \quad \dfrac{3}{4} \quad 17 \quad 0{,}01 \quad 57 \quad 22 \quad -7 \quad \dfrac{5}{7} \quad 33\)	mesma imagem de 130123 (lista de numeros), reutilizada em outra questao
133372	133369	1	133371	Racionais	133372_QuestoesQ//Imagem//3660.png	classificado	manter_imagem		grafico de linha (producao de veiculos por mes) - grafico estatistico, nao formula
133423	133420	1	133422	Racionais	133423_QuestoesQ//Imagem//3663.png	classificado	manter_imagem		grafico de linha (LCA em R$ bilhoes por ano) - grafico estatistico, nao formula
133739	133736	1	133738	Racionais	133739_QuestoesQ//Imagem//3677.png	inserido	latex_candidato	Promoção de geladeira — preço: R$ \(1300{,}00\); comprando à vista: desconto de \(20\%\).	ilustracao da geladeira e decorativa; o dado numerico relevante vira latex, imagem permanece
134050	134047	1	134049	Sistema de Equações	134050_QuestoesQ//Imagem//3687.png	classificado	manter_imagem		diagrama de balanca de dois pratos com formas geometricas (quebra-cabeca de sistema de equacoes) - metafora visual, nao formula
134479	134476	1	134478	Racionais	134479_QuestoesQ//Imagem//3739.png	inserido	latex_candidato	Tabela de preços: \(\begin{array}{|l|c|}\hline & \textbf{Valor por litro} \\\hline\text{Etanol} & \text{R\$ 2,96} \\\text{Gasolina} & \text{R\$ 3,92} \\\hline\end{array}\)	tabela de dados
134489	134486	1	134488	Racionais	134489_QuestoesQ//Imagem//3740.png	inserido	latex_candidato	\(\begin{array}{|c|c|}\hline\textbf{Valor} & \textbf{Fração} \\\hline\text{R\$ 10,00} & \dfrac{1}{2} \\\text{R\$ 20,00} & \dfrac{1}{4} \\\text{R\$ 50,00} & \dfrac{1}{4} \\\hline\end{array}\)	tabela de dados
134540	134537	1	134539	Racionais	134540_QuestoesQ//Imagem//3742.png	inserido	latex_candidato	\(\begin{array}{|l|c|c|}\hline & \textbf{Valor unitário} & \textbf{Quantidade} \\\hline\text{Comida} & \text{R\$ 22,50} & 04 \\\text{Bebida} & \text{R\$ 4,50} & 06 \\\text{Sobremesa} & \text{R\$ 3,00} & 03 \\\hline\end{array}\)	tabela de dados
134682	134679	1	134681	Racionais	134682_QuestoesQ//Imagem//3751.png	inserido	latex_candidato	\(\begin{array}{|c|l|r|}\hline\textbf{Dia} & \textbf{Transação} & \textbf{Valor} \\\hline5 & \text{Salário} & \text{R\$ 990,00} \\7 & \text{Pagamento Energia} & \text{R\$ 137,00} \\7 & \text{Pagamento Internet} & \text{R\$ 98,00} \\10 & \text{Compra Cartão} & \text{R\$ 332,00} \\12 & \text{Compra Cartão} & \text{R\$ 195,00} \\15 & \text{Depósito} & \text{R\$ 70,00} \\\hline\end{array}\)	tabela de dados
134838	134835	0	134837	Sistema de Equações	134838_QuestoesQ//Imagem//3760.png	inserido	latex_candidato	Lista de símbolos: \(\begin{array}{ll}\Rightarrow & \text{Condicional} \\\Leftrightarrow & \text{Bicondicional} \\\wedge & \text{Conector "e"} \\\vee & \text{Conector "ou"} \\\underline{\vee} & \text{Conector "ou" exclusivo} \\\neg & \text{Negação da proposição} \\\end{array}\)	legenda de simbolos de logica, sem elemento grafico
134972	134967	3	134971	Racionais	134972_QuestoesQ//Imagem//3777.png	inserido	latex_candidato	Paulo: \(\begin{array}{l}100 \text{ pessoas, } 99 \text{ homens} \\\Rightarrow 99\% \text{ de homens} \\99-1=98 \text{ homens} \\\Rightarrow 98\% \text{ de homens.}\end{array}\) Resposta: 1 homem.<<P>>Hélio: \(\begin{array}{l}\dfrac{99-x}{100-x}=\dfrac{98}{100} \\\dfrac{99-x}{100-x}=0{,}98 \\99-x=98-0{,}98x \\0{,}02x=1 \\x=50\end{array}\) Resposta: 50 homens.<<P>>Rita: \(\begin{array}{l}99 \text{ homens e } 1 \text{ mulher.} \\\text{Depois, } 98\% \text{ de homens} \\\Rightarrow 2\% \text{ de mulheres.}\end{array}\) \(\dfrac{2}{100}x=1\) Resposta: 50 homens.	3 paragrafos (Paulo/Helio/Rita - 3 solucoes distintas em colunas na imagem)
135107	135104	1	135106	Racionais	135107_QuestoesQ//Imagem//3787.png	classificado	manter_imagem		diagrama de grade quadriculada com celulas pintadas - figura, nao formula
135271	135261	7	135270	Racionais	135271_QuestoesQ//Imagem//3799.png	inserido	latex_candidato	Classificação por IMC: \(\begin{array}{|l|l|}\hline\textbf{Categoria} & \textbf{IMC} \\\hline\text{Baixo peso} & < 18{,}5 \\\text{Peso adequado} & \geq 18{,}5 \text{ e } < 25 \\\text{Sobrepeso} & \geq 25 \text{ e } < 30 \\\text{Obesidade} & \geq 30 \\\hline\end{array}\)	infografico com silhuetas e cores; dado numerico (faixas de IMC) extraido p/ tabela, imagem permanece pela ilustracao
136060	136057	1	136059	Racionais	136060_QuestoesQ//Imagem//3823.png	classificado	manter_imagem		duas grades quadriculadas (Figura A/Figura B) parcialmente pintadas - figura, nao formula
136105	136102	1	136104	Racionais	136105_QuestoesQ//Imagem//3824.png	inserido	latex_candidato	\(15\%\) de desconto.	selo/badge promocional decorativo; dado numerico extraido
136191	136188	1	136190	Racionais	136191_QuestoesQ//Imagem//3827.png	inserido	latex_candidato	Promoção do dia — Picanha KG: de R$ \(32{,}00\) por R$ \(24{,}00\).	banner decorativo; dado numerico extraido
136420	136417	1	136419	Sistema de Equações	136420_QuestoesQ//Imagem//3834.png	inserido	latex_candidato	\(\begin{array}{|l|c|c|c|c|}\hline\textbf{Nome} & \textbf{Brigadeiros} & \textbf{Beijinhos} & \textbf{Pagamento} & \textbf{Troco} \\\hline\text{Paulo} & 5 & 7 & \text{43 moedas de R\$ 0,25} & \text{R\$ 0,10} \\\text{André} & 6 & 5 & \text{39 moedas de R\$ 0,25} & \text{R\$ 0,20} \\\hline\end{array}\)	tabela de dados
136734	136731	1	136733	Sistema de Equações	136734_QuestoesQ//Imagem//3846.png	inserido	latex_candidato	\(\begin{array}{|l|c|}\hline\textbf{Serviços} & \textbf{Preço em reais} \\\hline\text{Revisão elétrica} & 5x-2{,}00 \\\text{Alinhamento} & 7x+1{,}00 \\\text{Limpeza do carburador} & 9x-7{,}00 \\\text{Troca do filtro do ar condicionado} & 3x+2{,}00 \\\text{Troca do radiador} & 10x-18{,}00 \\\hline\end{array}\)	tabela de dados com expressoes algebricas
136767	136764	1	136766	Sistema de Equações	136767_QuestoesQ//Imagem//3847.png	inserido	latex_candidato	\(\begin{array}{|c|c|c|c|c|}\hline\textbf{Dia} & \textbf{Homens} & \textbf{Mulheres} & \textbf{Crianças} & \textbf{Receita} \\\hline1^\circ & 25 & 32 & 50 & \text{R\$ 1.159,00} \\2^\circ & 0 & 59 & 61 & \text{R\$ 1.196,00} \\3^\circ & 5 & 30 & 43 & \text{R\$ 779,00} \\\hline\end{array}\)	tabela de dados
136781	136778	1	136780	Sistema de Equações	136781_QuestoesQ//Imagem//3848.png	inserido	latex_candidato	\(A=(a_{ij})_{3\times3}=\begin{pmatrix} x & w & 6 \\ y & 12 & 8 \\ z & 10 & t \end{pmatrix}\)	matriz explicita - candidato ideal
137224	137220	2	137223	Racionais	137224_QuestoesQ//Imagem//3863.png	inserido	latex_candidato	\(\begin{array}{|l|c|c|c|c|c|c|c|c|}\hline\textbf{Notas (R\$)} & 100 & 50 & 20 & 10 & 5 & 2 & 0{,}50 & 0{,}10 \\\hline\textbf{Quantidade} & 3 & 5 & 4 & 7 & 8 & 12 & 18 & 30 \\\hline\end{array}\)	tabela de dados
138663	138661	0	138662	Racionais	138663_QuestoesQ//Imagem//3981.png	classificado	manter_imagem		fotos de ovos de pascoa (produto) - foto, nao formula
138681	138678	1	138680	Racionais	138681_QuestoesQ//Imagem//3983.png	inserido	latex_candidato	Oferta — Máquina de Lavar. Preço: R$ \(1.242{,}00\). Plano de pagamento: a terça parte no ato da compra; restante em \(6\) prestações iguais.	caixa de texto decorativa; dado numerico extraido
139009	139006	1	139008	Racionais	139009_QuestoesQ//Imagem//3997.png	classificado	manter_imagem		reta numerica com marcacoes (-1,5 a 1,5 e um "?") - diagrama de eixo, nao formula
139116	139113	1	139115	Racionais	139116_QuestoesQ//Imagem//4003.png	inserido	latex_candidato	Só hoje! Compre seu celular na oferta. Preço: R$ \(1.250{,}00\). Pagando à vista: \(30\%\) de desconto.	icone de celular e decorativo; dado numerico extraido
139830	139827	1	139829	Racionais	139830_QuestoesQ//Imagem//4031.png	inserido	latex_candidato	Promoção de geladeira — preço: R$ \(1300{,}00\); comprando à vista: desconto de \(20\%\).	mesmo conteudo/layout de 133739 (fridge promo), imagem diferente mas dado identico
141168	141165	1	141167	Racionais	141168_QuestoesQ//Imagem//4096.png	inserido	latex_candidato	Boleto Bancário. Local de pagamento: pagável em qualquer banco até o vencimento. Valor: R$ \(180{,}00\). Vencimento: \(08/10/2018\). Após o vencimento, será cobrada uma taxa de \(15\%\) sobre o valor deste documento.	caixa de texto pura, sem grafico
141743	141740	1	141742	Sistema de Equações	141743_QuestoesQ//Imagem//4112.png	classificado	manter_imagem		diagrama geometrico (duas retas concorrentes formando X, pontos P/Q/R/S, eixos x/y) - figura, nao formula
142395	142392	1	142394	Racionais	142395_QuestoesQ//Imagem//4147.png	inserido	latex_candidato	26/07/2016 10h34 – Atualizado em 26/07/2016 14h39. \(\textbf{Gasto de brasileiros no exterior é o menor para o 1º semestre em 7 anos.}\) Entre janeiro e junho, despesas lá fora somaram \(6{,}5\) bilhões de dólares. Recuo de gastos acontece em meio à recessão e com o dólar ainda alto. (\(\textit{G1}\). http://g1.globo.com/economia. Adaptado)	texto puro (manchete de noticia/reportagem), sem formula matematica - fora do escopo estrito pedido (formula/matriz/expressao), incluido por ser so texto tipografado; revisar se deve mesmo virar paragrafo ou ficar como imagem
